sentence,class
"

Gabriel drops back, sets up the throw, finds Tommy Mason who's snagged at the 28-yard line. Tackle by Hildenburg, but Tom made the catch.",1
"

""And here comes Gabriel, looking to make a play, but wait a minute! That white jersey seems to have gotten a bit dirty in the rush. But Eller steams ahead with Marcin and Marshall on the front line for Minnesota, as Gabriel unloads the throw!""",1
"

""Bob Long, number 86 of Hilton Burgers' linebackers tries to catch the pass but it's too high! With Edge to Rock there, it's an incomplete.""",1
"

""And here comes Minnesota's defense, showcasing their efficient design by delivering punches one at a time, just as John had pointed out earlier, Elya!""",1
"

""He's capitalizing on every player in the backfield. It's evident to Vikings and L.A. that Ockman's lost no skill.""",1
"

Here comes Steve, the wise Kenyan veteran! He's expertly positioned and makes the most impact on third down.",1
"

Gabriel throws incomplete to Snow on the sideline as Bryant defends for Minnesota. It's now fourth down for Los.",1
"

Los Angeles must surrender possession, 302 seconds left. Frustration has plagued this game from start to finish.",1
"""Big 18, Roman Gabriel, now 9 for 20 with 53 yards under his belt. No doubt, this guy must be feeling it, Chief.""",1
"

""He's one humble player, folks. Just listen to how he describes himself in his new book, even after losing the championship game to Minnesota last year.""",1
"

""Bob Grim, number 28, is now punting as they trail 13-3 after three consecutive 22-13 scores in the game.""",1
"

""Charlie West number 27 with a 40 yard sprint, but Minnesota's 302 defense shuts down his attempt. The duck, still determined, avoids a throwdown and runs forward.""",1
"""And it's an incomplete pass from number 19 Jim Nettles! With 254 left on the clock, the Minnesota Vikings will take possession of the ball.""",1
"""Here we go, folks! Ball at LA's 27-yard line. Vikings used 2:17 in their last series. Let's see what they can do!""",1
"

Minnesota's George Allen has been a strong opportunist throughout the game, gobbling up much of the clock.",1
"

With a clever use of fumble recoveries, they turned the tide to their favor and forced the big players to pass. And you can see how that worked out!",1
"CD dominates as they needed it! Brown and Osborne face a setback. Oh, and it's Bill Brown with the ball!",1
"""He's leaping through the middle of the live game and there's the Viking team leader! He's already rushed 135 yards!""",1
"And we have a ballgame here, folks! Bill Brown with a gain of two yards on that play, setting up second down and eight. Next up, we've got an exciting match in Pittsburgh at Three Rivers tonight.",1
"The Bengals and Steelers share the stadium. In two weeks, we're heading to Milwaukee for the Packers. Exciting times!",1
"""And here come the Baltimore Colts, folks! This game is gonna be huge, one for the books in football history. De Varville is ready.""",1
"

""Strip-sacked behind the line, he scrambles away but gets taken down at the 30 by Meador and Ritchie!""",1
"

Pettibone stops the clock here with two minutes left in the game. Big play by Pettibone!",1
"And there we have it folks! The final score is in - Minnesota Vikings with 13 and Los Angeles Rams with 3. Billy Hardwick has secured yet another provisional tournament, beating out all other contenders.",1
"

""Billy declares that to achieve greatness with your pointed wooden right, you need fierce passion and unwavering commitment - a historic folder moment!""",1
"

""And here's Miller High Life! With over a century of brewing experience, they're determined to reach the top spot!""",1
"

""Another successful shot! Though some fans prefer Benson & Hedges 100, these fries are a real crowd-pleaser - maybe even a five-star dish!""",1
"

David Osborne, the liveliest offensive player for Minnesota Vikings tonight, offers smaller bed sizes three, four, and even five opportunities.",1
"""Looking at the stats, we've got 57 yards on him. Brown's had 17 carries for 55 yards. Conditions are tough out there.""",1
"

""Judge Dreadful's been an absolute nightmare tonight, but here comes John Henderson, the wide receiver with a great comeback. Vikings with the ball, it's third down!""",1
"

""And it's third down, 12 yards from the 30-yard line. The ball is snapped and the play heads straight up the middle, gaining ground to the 26-yard line.""",1
"""Short of the first down! The caller hasn't done an excellent job tonight in this ballgame. He's for only nine.""",1
"""Team management is critical in sports; how you lead your players affects your chances of winning. Time and effort must go hand in hand.""",1
"""And here comes the ball club's reaction! He's made some great calls and the ball's been moving smoothly!""",1
"The Rams take a timeout to freeze the clock at 1:49. They're trailing, desperate for a comeback.",1
"

""Fourth down with 8 yards to go and Gary Cuarto on the sidelines talking to Bud Grant with 2 timeouts left for the team.""",1
"

""LA on Minnesota's 25, down by 10, opting out of a field goal on 4th with 8:00 left.""",1
"""Clock ticking at 1:49, Osborne enters the field, sneaks past defenders to reach the 23 yard line, under pressure now.""",1
"As Rams take it 1st and 10, Bill Brown, now the 13th player in NFL history to gain, stands with impressive stats.",1
"

""And we have a career day for Panthers' amassing more than 5,000 yards! But, hold on, the other team will head to Minnesota who's now switching to a prevent defense. Score: 123 to-""",1
"

Here we are in the ball game, with the clock winding down and Los Angeles Gabriel facing a second down, two yards to go, with only 120 points.",1
"

""He's got pressure on the throw, folks. Three yard line and just 107 seconds to play. That's all I can say.""",1
"""Roman, attempting to set up quickly, raises the ball for a throw. He's had no such mishaps in the past.""",1
"

""He loses the ball! Couldn't regroup! Carl Eller pressures and takes him down!""",1
"The Vikings have possession! The Rams have fumbled seven times and lost four, which has hurt them.",1
"

""A stunning pass by Fundus to Roman Gabriel puts the Minnesota Rams on a 23-yard first down! The clock ticks, Brown inches closer to the 20-yard line, and the Rams take a timeout.""",1
"""Only 41 seconds left and the legendary Muhammad Ali is back in the ring after an impressive win in Atlanta tonight.""",1
"""After three and a half years of inactivity, with only exhibition mentions in Atlanta, we finally bring you Jerry Quarry.""",1
"""Coming live from Atlanta, Johnny Addy abruptly ends the bout with an emphatic 'stop this fight' call, as delivered by Tony Perez!""",1
"

The man in black calls it off! Catch the rematch this Saturday on ABC's Wide World of Sports.",1
"Minnesota on second down and six at their own 20 yard line, and they're sticking to inside runs. Let's see if this pays off.",1
"

The 17 yard line! Dunya remains impartial, but admires the player's exceptional performance.",1
"

With just 37 ticks on the clock, it's tough luck for Diwali who's comparable to the great Roman Gabriel.",1
"

""An immense amount of frustration for him, especially during that critical moment at the end of the first half, missing twice in a row!""",1
"""And the quarterback with the keeper, but oh no, he couldn't get the ball in! Looks like he's feeling empathy, but I know what that feels like, right here beside him.""",1
"

""Third down for the Vikings here, they need about two-and-a-half to three yards. The camera shows us he's not feeling great, but he's still in the game.""",1
"Plazo on third down, keeps the snap and clocks it to get the game going. Looks like it's not going great for the LA Rams.",1
"""And with that, More is out for Minnesota. They'll need two yards on fourth down to keep the drive going.""",1
"

""Twenty seconds left, the Vikings can end it with just a yard and a half. Minnesota at 5-1 for the season.""",1
